order_id,tickets,ticket_ids,codes,refund_sum,any_replacement,order_value_inr,excess_inr,first_contact,last_contact,product_name
VR909634,5,TK-244806|TK-245078|TK-245676|TK-245949|TK-247744,PRICE-ADJ,12998.0,False,6499,6499.0,2025-09-16 12:54:00,2025-12-04 19:26:00,Nexa 2 Smartwatch
VR900859,3,TK-244556|TK-245028|TK-245218,DUP-PAYMENT|RETURN-QC-OK,9447.0,False,3149,6298.0,2025-09-08 09:53:00,2025-09-30 17:16:00,Pulse 2 True Wireless Earbuds
VR892790,3,TK-247089|TK-250707|TK-250738,CANCEL|RETURN-QC-OK,11698.0,False,5849,5849.0,2025-11-19 09:16:00,2026-03-01 12:11:00,Nexa 2 Smartwatch
VR882646,5,TK-244064|TK-244417|TK-245211|TK-250718|TK-251285,PRICE-ADJ|RETURN-QC-OK,9273.0,False,3499,5774.0,2025-08-23 09:58:00,2026-03-16 20:26:00,Pulse 2 True Wireless Earbuds
VR896067,2,TK-240283|TK-240352,DUP-PAYMENT|RETURN-QC-OK,11398.0,False,5699,5699.0,2025-01-25 08:26:00,2025-01-30 12:50:00,Orbit Smart Speaker
VR892559,5,TK-248386|TK-248559|TK-249815|TK-250922|TK-251900,DUP-PAYMENT|RETURN-QC-OK,7466.0,False,1799,5667.0,2025-12-21 22:20:00,2026-04-04 11:57:00,AirLite Earbuds
VR900561,5,TK-241629|TK-241663|TK-241924|TK-241948|TK-242097,RETURN-QC-OK,11198.0,False,5599,5599.0,2025-04-22 12:46:00,2025-05-19 02:33:00,Strata 3 Over-Ear Headphones
VR892447,3,TK-242558|TK-242709|TK-243030,CANCEL|DUP-PAYMENT,11048.0,False,5524,5524.0,2025-06-13 11:05:00,2025-07-11 07:25:00,Nexa 2 Smartwatch
VR893269,3,TK-246588|TK-246598|TK-246792,CANCEL|RETURN-QC-OK,11048.0,False,5524,5524.0,2025-11-05 19:30:00,2025-11-11 11:21:00,Nexa 2 Smartwatch
VR899693,6,TK-248583|TK-248717|TK-250380|TK-250484|TK-251239|TK-251421,CANCEL|DOA-REPL|RETURN-QC-OK,6543.0,True,2974,5389.0,2025-12-27 14:43:00,2026-03-20 23:59:00,Pulse 2 True Wireless Earbuds
VR905598,4,TK-245206|TK-245453|TK-246480|TK-247927,DUP-PAYMENT|RETURN-QC-OK,7872.0,False,2499,5373.0,2025-09-30 11:01:00,2025-12-09 12:30:00,Pulse True Wireless Earbuds
VR897564,5,TK-251008|TK-251515|TK-252135|TK-253118|TK-254474,DUP-PAYMENT|RETURN-QC-OK,6648.0,True,3324,5144.0,2026-03-09 15:46:00,2026-06-19 02:07:00,Pulse 2 True Wireless Earbuds
VR893189,4,TK-253135|TK-253255|TK-253929|TK-254321,DUP-PAYMENT,9998.0,False,4999,4999.0,2026-05-11 11:34:00,2026-06-13 19:30:00,Nexa Smartwatch
VR889657,2,TK-247527|TK-248712,RETURN-QC-OK,9998.0,False,4999,4999.0,2025-11-29 19:16:00,2025-12-31 10:14:00,Nexa Smartwatch
VR908174,5,TK-243146|TK-243194|TK-243443|TK-243547|TK-250700,DUP-PAYMENT,7497.0,False,2499,4998.0,2025-07-16 11:39:00,2026-02-28 10:07:00,Orbit Mini Speaker
VR886748,4,TK-242214|TK-242279|TK-242337|TK-242463,RETURN-QC-OK,4748.0,True,2374,3834.0,2025-05-24 21:59:00,2025-06-07 11:08:00,Pulse True Wireless Earbuds
VR898909,5,TK-247853|TK-248150|TK-248402|TK-249149|TK-250868,RETURN-QC-OK,7474.0,True,6499,3765.0,2025-12-07 10:47:00,2026-03-05 10:27:00,Nexa 2 Smartwatch
VR907371,4,TK-243898|TK-243994|TK-244922|TK-245054,DUP-PAYMENT,6980.0,False,3324,3656.0,2025-08-17 14:36:00,2025-09-24 21:31:00,Pulse 2 True Wireless Earbuds
VR903676,4,TK-247144|TK-248657|TK-249489|TK-250011,DUP-PAYMENT,6770.0,False,3149,3621.0,2025-11-20 12:11:00,2026-02-07 21:29:00,Pulse 2 True Wireless Earbuds
VR881719,4,TK-241952|TK-242035|TK-242683|TK-242935,RETURN-QC-OK,4248.0,True,2124,3584.0,2025-05-09 18:27:00,2025-07-04 06:15:00,Pulse True Wireless Earbuds
VR888324,2,TK-250872|TK-252288,DUP-PAYMENT,6998.0,False,3499,3499.0,2026-03-05 11:27:00,2026-04-14 23:58:00,Pulse 2 True Wireless Earbuds
VR895318,3,TK-250469|TK-250512|TK-251867,CANCEL|DUP-PAYMENT,6998.0,False,3499,3499.0,2026-02-22 07:01:00,2026-04-03 14:37:00,Pulse 2 True Wireless Earbuds
VR905037,2,TK-245293|TK-246971,RETURN-QC-OK,6998.0,False,3499,3499.0,2025-10-02 21:14:00,2025-11-16 08:46:00,Pulse 2 True Wireless Earbuds
VR905692,2,TK-251164|TK-251311,DUP-PAYMENT|RETURN-QC-OK,6998.0,False,3499,3499.0,2026-03-13 19:57:00,2026-03-17 20:33:00,Pulse 2 True Wireless Earbuds
VR901066,3,TK-253599|TK-253761|TK-254144,DOA-REPL,3998.0,True,1999,3459.0,2026-05-23 14:56:00,2026-06-09 01:34:00,Pulse True Wireless Earbuds
VR902405,4,TK-241193|TK-241236|TK-241296|TK-241494,RETURN-QC-OK,5999.0,True,4999,3440.0,2025-03-27 14:45:00,2025-04-15 03:27:00,Strata 2 Over-Ear Headphones
VR902079,2,TK-252843|TK-252996,DUP-PAYMENT,6648.0,False,3324,3324.0,2026-05-01 19:38:00,2026-05-06 17:37:00,Pulse 2 True Wireless Earbuds
VR898792,5,TK-243462|TK-244109|TK-244642|TK-244938|TK-251100,DUP-PAYMENT,6648.0,False,3324,3324.0,2025-07-31 18:07:00,2026-03-11 22:18:00,Pulse 2 True Wireless Earbuds
VR880705,3,TK-250873|TK-251431|TK-251833,CANCEL|RETURN-QC-OK,3998.0,True,1999,3319.0,2026-03-05 11:37:00,2026-04-02 15:13:00,Orbit Mini Speaker
VR891399,3,TK-247559|TK-247846|TK-252970,DUP-PAYMENT|RETURN-QC-OK,6298.0,False,3149,3149.0,2025-11-30 12:20:00,2026-05-05 21:46:00,Pulse 2 True Wireless Earbuds
VR881198,2,TK-253989|TK-254517,RETURN-QC-OK,6298.0,False,3149,3149.0,2026-06-04 09:26:00,2026-06-20 11:23:00,Pulse 2 True Wireless Earbuds
VR891549,2,TK-251534|TK-251956,RETURN-QC-OK,6298.0,False,3149,3149.0,2026-03-24 19:51:00,2026-04-06 06:30:00,Pulse 2 True Wireless Earbuds
VR882265,3,TK-247769|TK-247830|TK-248240,RETURN-QC-OK,5498.0,False,2499,2999.0,2025-12-05 09:12:00,2025-12-17 17:29:00,Pulse True Wireless Earbuds
VR896390,4,TK-241674|TK-241678|TK-242048|TK-243043,DOA-REPL,6299.0,True,6299,2990.0,2025-04-24 10:04:00,2025-07-11 18:04:00,Strata 3 Over-Ear Headphones
VR894305,2,TK-247995|TK-248978,RETURN-QC-OK,5949.0,True,5949,2990.0,2025-12-11 11:57:00,2026-01-08 16:40:00,Strata 3 Over-Ear Headphones
VR898394,7,TK-249878|TK-250150|TK-250158|TK-250540|TK-251004|TK-251481|TK-251629,RETURN-QC-OK,6999.0,True,6999,2990.0,2026-02-03 18:01:00,2026-03-27 15:40:00,Strata 3 Over-Ear Headphones
VR901899,3,TK-246624|TK-247287|TK-247440,RETURN-QC-OK,5599.0,True,5599,2990.0,2025-11-06 20:17:00,2025-11-27 18:36:00,Strata 3 Over-Ear Headphones
VR899004,2,TK-249961|TK-250096,CANCEL|RETURN-QC-OK,5948.0,False,2974,2974.0,2026-02-06 19:37:00,2026-02-10 17:21:00,Pulse 2 True Wireless Earbuds
VR908921,2,TK-245621|TK-246040,DUP-PAYMENT|RETURN-QC-OK,5598.0,False,2799,2799.0,2025-10-12 19:22:00,2025-10-23 21:47:00,Pulse 2 True Wireless Earbuds
VR902740,3,TK-245989|TK-246286|TK-247383,RETURN-QC-OK,5199.0,True,5199,2790.0,2025-10-22 15:16:00,2025-11-26 12:26:00,Nexa 2 Smartwatch
VR883260,4,TK-242235|TK-242752|TK-243258|TK-243578,WTY-BUYBACK,6499.0,True,6499,2790.0,2025-05-26 09:04:00,2025-08-05 19:11:00,Nexa 2 Smartwatch
VR880710,5,TK-242022|TK-243161|TK-244181|TK-244275|TK-245055,RETURN-QC-OK,6499.0,True,6499,2790.0,2025-05-13 16:26:00,2025-09-25 00:46:00,Nexa 2 Smartwatch
VR899176,5,TK-244798|TK-245134|TK-252167|TK-252649|TK-253611,RETURN-QC-OK,6499.0,True,6499,2790.0,2025-09-16 10:18:00,2026-05-23 19:57:00,Nexa 2 Smartwatch
VR883570,4,TK-241951|TK-242755|TK-243332|TK-244741,DUP-PAYMENT,11048.0,True,11048,2790.0,2025-05-09 18:04:00,2025-09-14 12:17:00,Nexa 2 Smartwatch
VR909104,3,TK-249502|TK-250045|TK-250934,GW-OTHER,5199.0,True,5199,2790.0,2026-01-23 12:38:00,2026-03-07 10:35:00,Nexa 2 Smartwatch
VR886507,2,TK-246663|TK-253749,RETURN-QC-OK,6499.0,True,6499,2790.0,2025-11-07 21:34:00,2026-05-27 23:00:00,Nexa 2 Smartwatch
VR888453,2,TK-242478|TK-242760,WTY-BUYBACK,6499.0,True,6499,2790.0,2025-06-08 18:19:00,2025-06-24 02:20:00,Nexa 2 Smartwatch
VR892938,3,TK-241922|TK-241934|TK-242245,DUP-PAYMENT|RETURN-QC-OK,7799.0,False,5199,2600.0,2025-05-08 21:08:00,2025-05-26 23:38:00,Nexa 2 Smartwatch
VR884071,4,TK-250888|TK-251593|TK-252423|TK-253171,RETURN-QC-OK,4835.0,False,2249,2586.0,2026-03-05 17:18:00,2026-05-12 10:14:00,Orbit Mini Speaker
VR893834,8,TK-248335|TK-248479|TK-248747|TK-248777|TK-249376|TK-249513|TK-252303|TK-253187,CANCEL|DUP-PAYMENT,4199.0,True,3499,2520.0,2025-12-20 10:31:00,2026-05-12 18:51:00,Pulse 2 True Wireless Earbuds
VR908065,5,TK-240644|TK-240758|TK-241201|TK-241486|TK-241930,CANCEL|PRICE-ADJ,4998.0,False,2499,2499.0,2025-02-20 22:49:00,2025-05-09 08:13:00,Orbit Mini Speaker
VR884254,2,TK-251564|TK-252422,RETURN-QC-OK,4998.0,False,2499,2499.0,2026-03-25 19:10:00,2026-04-19 01:56:00,Pulse True Wireless Earbuds
VR880906,3,TK-243278|TK-243801|TK-244706,RETURN-QC-OK,2998.0,True,1499,2449.0,2025-07-23 11:36:00,2025-09-13 14:17:00,65W GaN Charger
VR880347,4,TK-244010|TK-244203|TK-244560|TK-245132,RETURN-QC-OK,2998.0,True,1499,2449.0,2025-08-21 18:03:00,2025-09-27 17:22:00,65W GaN Charger
VR908278,4,TK-253357|TK-253591|TK-254137|TK-254892,DOA-REPL,2998.0,True,1499,2449.0,2026-05-17 07:31:00,2026-06-30 23:29:00,65W GaN Charger
VR894759,4,TK-248417|TK-250419|TK-250754|TK-251062,LOST-TRANSIT,4999.0,True,4999,2440.0,2025-12-23 08:56:00,2026-03-11 00:13:00,Strata 2 Over-Ear Headphones
VR895014,2,TK-249978|TK-250940,RETURN-QC-OK,4999.0,True,4999,2440.0,2026-02-07 11:08:00,2026-03-07 14:20:00,Strata 2 Over-Ear Headphones
VR888823,4,TK-242317|TK-242677|TK-243155|TK-243627,DUP-PAYMENT,4749.0,True,4749,2440.0,2025-05-30 13:14:00,2025-08-08 13:20:00,Strata 2 Over-Ear Headphones
VR899966,3,TK-254503|TK-254572|TK-254855,PRICE-ADJ|RETURN-QC-OK,3569.0,True,2974,2415.0,2026-06-20 01:29:00,2026-06-29 20:44:00,Pulse 2 True Wireless Earbuds
VR907329,3,TK-245120|TK-245413|TK-247077,RETURN-QC-OK,4298.0,False,1999,2299.0,2025-09-27 12:58:00,2025-11-19 01:41:00,Nexa Fit Band
VR885770,5,TK-247557|TK-248015|TK-248264|TK-249036|TK-249540,DOA-REPL,3621.0,True,3149,2292.0,2025-11-30 12:09:00,2026-01-24 11:33:00,Pulse 2 True Wireless Earbuds
VR896224,3,TK-242372|TK-242398|TK-242452,DUP-PAYMENT,4999.0,True,4999,2240.0,2025-06-02 13:51:00,2025-06-06 23:38:00,Nexa Smartwatch
VR882058,3,TK-244536|TK-244632|TK-253962,DOA-REPL|DUP-PAYMENT,4248.0,False,2124,2124.0,2025-09-07 14:26:00,2026-06-03 02:51:00,Pulse True Wireless Earbuds
VR888409,2,TK-253942|TK-254241,DOA-REPL|RETURN-QC-OK,4248.0,False,2124,2124.0,2026-06-02 14:47:00,2026-06-11 18:33:00,Pulse True Wireless Earbuds
VR899774,3,TK-240653|TK-240998|TK-244586,RETURN-QC-OK,4248.0,False,2124,2124.0,2025-02-21 14:44:00,2025-09-08 22:58:00,Pulse True Wireless Earbuds
VR887289,2,TK-252950|TK-254191,DUP-PAYMENT,3998.0,False,1999,1999.0,2026-05-05 08:45:00,2026-06-10 09:38:00,Pulse True Wireless Earbuds
VR884951,2,TK-244893|TK-244940,DOA-REPL|RETURN-QC-OK,3998.0,False,1999,1999.0,2025-09-19 21:24:00,2025-09-21 10:26:00,Pulse True Wireless Earbuds
VR883808,3,TK-241935|TK-242387|TK-242995,DUP-PAYMENT,3364.0,False,1529,1835.0,2025-05-09 10:00:00,2025-07-08 13:45:00,AirLite Earbuds
VR908861,2,TK-244372|TK-244402,GW-OTHER,2974.0,True,2974,1820.0,2025-09-02 14:01:00,2025-09-03 16:32:00,Pulse 2 True Wireless Earbuds
VR893157,2,TK-246634|TK-247059,DOA-REPL,3149.0,True,3149,1820.0,2025-11-07 09:33:00,2025-11-18 12:41:00,Pulse 2 True Wireless Earbuds
VR901034,3,TK-244712|TK-244991|TK-252908,WTY-BUYBACK,2974.0,True,2974,1820.0,2025-09-13 15:33:00,2026-05-03 20:19:00,Pulse 2 True Wireless Earbuds
VR887918,3,TK-246269|TK-246656|TK-247207,RETURN-QC-OK,3499.0,True,3499,1820.0,2025-10-29 13:04:00,2025-11-21 16:57:00,Pulse 2 True Wireless Earbuds
VR885453,2,TK-252411|TK-253273,RETURN-QC-OK,3499.0,True,3499,1820.0,2026-04-18 18:29:00,2026-05-14 19:42:00,Pulse 2 True Wireless Earbuds
VR883193,4,TK-252426|TK-253701|TK-253702|TK-254666,RETURN-QC-OK,2799.0,True,2799,1820.0,2026-04-19 08:00:00,2026-06-24 22:31:00,Pulse 2 True Wireless Earbuds
VR894627,4,TK-244028|TK-244209|TK-244759|TK-244826,RETURN-QC-OK,3149.0,True,3149,1820.0,2025-08-22 13:29:00,2025-09-17 01:19:00,Pulse 2 True Wireless Earbuds
VR904790,7,TK-245647|TK-246849|TK-247503|TK-248059|TK-248097|TK-249450|TK-249973,DOA-REPL,3149.0,True,3149,1820.0,2025-10-13 14:53:00,2026-02-07 04:39:00,Pulse 2 True Wireless Earbuds
VR892276,4,TK-248912|TK-249119|TK-249743|TK-251022,CANCEL,3499.0,True,3499,1820.0,2026-01-06 14:34:00,2026-03-09 20:47:00,Pulse 2 True Wireless Earbuds
VR894666,3,TK-247332|TK-247563|TK-247705,RETURN-QC-OK,3499.0,True,3499,1820.0,2025-11-24 18:50:00,2025-12-03 17:13:00,Pulse 2 True Wireless Earbuds
VR897347,3,TK-249877|TK-249970|TK-251294,DOA-REPL,2974.0,True,2974,1820.0,2026-02-03 17:50:00,2026-03-17 07:00:00,Pulse 2 True Wireless Earbuds
VR891921,2,TK-252370|TK-253837,DUP-PAYMENT,3499.0,True,3499,1820.0,2026-04-17 10:13:00,2026-05-30 07:47:00,Pulse 2 True Wireless Earbuds
VR889077,3,TK-249534|TK-250296|TK-252410,CANCEL,3149.0,True,3149,1820.0,2026-01-24 10:13:00,2026-04-18 18:06:00,Pulse 2 True Wireless Earbuds
VR885941,2,TK-252462|TK-254674,CANCEL,2974.0,True,2974,1820.0,2026-04-19 22:54:00,2026-06-25 10:06:00,Pulse 2 True Wireless Earbuds
VR880870,2,TK-246128|TK-246242,DOA-REPL,6998.0,True,6998,1820.0,2025-10-25 20:48:00,2025-10-28 22:29:00,Pulse 2 True Wireless Earbuds
VR882517,4,TK-250506|TK-250712|TK-252711|TK-252986,DOA-REPL|DUP-PAYMENT,3598.0,False,1799,1799.0,2026-02-22 23:30:00,2026-05-06 11:14:00,Nexa Fit Band
VR888677,3,TK-245872|TK-246164|TK-246479,PRICE-ADJ,3598.0,False,1799,1799.0,2025-10-19 11:43:00,2025-11-03 15:29:00,Nexa Fit Band
VR904282,4,TK-245454|TK-246264|TK-247042|TK-247394,RETURN-QC-OK,5249.0,False,3499,1750.0,2025-10-08 01:28:00,2025-11-26 15:58:00,Pulse 2 True Wireless Earbuds
VR909377,5,TK-251655|TK-251754|TK-252127|TK-252183|TK-253664,CANCEL|RETURN-QC-OK,5249.0,False,3499,1750.0,2026-03-28 12:22:00,2026-05-25 13:48:00,Pulse 2 True Wireless Earbuds
VR909955,5,TK-243952|TK-244457|TK-244774|TK-244828|TK-244979,LOST-TRANSIT|RETURN-QC-OK,2336.0,True,2124,1532.0,2025-08-19 13:06:00,2025-09-22 18:37:00,Orbit Mini Speaker
VR883296,4,TK-244669|TK-244822|TK-244951|TK-245295,DUP-PAYMENT|PRICE-ADJ,2998.0,False,1499,1499.0,2025-09-11 22:07:00,2025-10-02 21:40:00,65W GaN Charger
VR894643,4,TK-247377|TK-247614|TK-253540|TK-254118,RETURN-QC-OK|WTY-BUYBACK,4461.0,False,2974,1487.0,2025-11-26 11:44:00,2026-06-08 02:05:00,Pulse 2 True Wireless Earbuds
VR904160,2,TK-251776|TK-252399,DUP-PAYMENT,4461.0,False,2974,1487.0,2026-03-31 19:54:00,2026-04-18 12:03:00,Pulse 2 True Wireless Earbuds
VR888245,3,TK-243358|TK-243422|TK-244494,RETURN-QC-OK,2249.0,True,2249,1460.0,2025-07-27 13:20:00,2025-09-06 14:57:00,Pulse True Wireless Earbuds
VR895980,2,TK-250426|TK-250581,DUP-PAYMENT,2374.0,True,2374,1460.0,2026-02-20 15:05:00,2026-02-24 18:27:00,Pulse True Wireless Earbuds
VR899504,2,TK-244997|TK-247310,DUP-PAYMENT,2499.0,True,2499,1460.0,2025-09-23 12:13:00,2025-11-24 09:21:00,Pulse True Wireless Earbuds
VR899099,2,TK-245878|TK-246033,RETURN-QC-OK,2499.0,True,2499,1460.0,2025-10-19 12:38:00,2025-10-23 19:25:00,Pulse True Wireless Earbuds
VR909157,2,TK-247857|TK-247926,PRICE-ADJ,2249.0,True,2249,1460.0,2025-12-07 14:27:00,2025-12-09 11:42:00,Pulse True Wireless Earbuds
VR886458,7,TK-242136|TK-242196|TK-242306|TK-242409|TK-242454|TK-242580|TK-242717,CANCEL,2499.0,True,2499,1460.0,2025-05-21 10:25:00,2025-06-22 00:52:00,Pulse True Wireless Earbuds
VR894604,2,TK-251158|TK-251750,RETURN-QC-OK,1999.0,True,1999,1460.0,2026-03-13 18:27:00,2026-03-30 21:09:00,Pulse True Wireless Earbuds
VR897894,3,TK-243241|TK-243335|TK-244404,DUP-PAYMENT,2499.0,True,2499,1460.0,2025-07-21 20:16:00,2025-09-03 17:22:00,Pulse True Wireless Earbuds
VR890222,3,TK-248948|TK-249230|TK-249393,GW-OTHER,1999.0,True,1999,1460.0,2026-01-07 20:39:00,2026-01-20 00:56:00,Pulse True Wireless Earbuds
VR908098,6,TK-248815|TK-249354|TK-249562|TK-249760|TK-250240|TK-250773,RETURN-QC-OK,2499.0,True,2499,1460.0,2026-01-03 14:07:00,2026-03-02 11:31:00,Pulse True Wireless Earbuds
VR886452,4,TK-247437|TK-247567|TK-248491|TK-248953,DOA-REPL|DUP-PAYMENT,8399.0,False,6999,1400.0,2025-11-27 18:00:00,2026-01-08 05:09:00,Strata 3 Over-Ear Headphones
VR887633,4,TK-244480|TK-244921|TK-244944|TK-245088,DUP-PAYMENT|RETURN-QC-OK,4899.0,False,3499,1400.0,2025-09-06 07:10:00,2025-09-26 09:57:00,Pulse 2 True Wireless Earbuds
VR894971,3,TK-242625|TK-242662|TK-242813,PRICE-ADJ,2124.0,True,2124,1320.0,2025-06-16 20:32:00,2025-06-27 04:07:00,Orbit Mini Speaker
VR908943,2,TK-243459|TK-250588,WTY-BUYBACK,4998.0,True,4998,1320.0,2025-07-31 14:49:00,2026-02-24 21:17:00,Orbit Mini Speaker
VR906459,2,TK-249903|TK-250339,CANCEL,2374.0,True,2374,1320.0,2026-02-04 12:29:00,2026-02-18 11:59:00,Orbit Mini Speaker
VR901421,5,TK-248428|TK-250165|TK-251308|TK-252076|TK-252961,DOA-REPL,2499.0,True,2499,1320.0,2025-12-23 15:44:00,2026-05-05 17:13:00,Orbit Mini Speaker
VR906674,3,TK-243117|TK-244427|TK-245370,CANCEL,2499.0,True,2499,1320.0,2025-07-15 09:59:00,2025-10-05 16:23:00,Orbit Mini Speaker
VR892778,2,TK-241405|TK-242023,RETURN-QC-OK,2499.0,True,2499,1320.0,2025-04-09 10:38:00,2025-05-13 17:02:00,Orbit Mini Speaker
VR898760,2,TK-241969|TK-242110,DUP-PAYMENT,4998.0,True,4998,1320.0,2025-05-10 12:31:00,2025-05-19 19:35:00,Orbit Mini Speaker
VR903265,4,TK-248202|TK-248204|TK-248384|TK-248768,DUP-PAYMENT,2598.0,False,1299,1299.0,2025-12-16 19:15:00,2026-01-02 00:03:00,Pulse Charging Case (spare)
VR901904,4,TK-245409|TK-246092|TK-246581|TK-248682,DUP-PAYMENT,2598.0,False,1299,1299.0,2025-10-06 20:16:00,2025-12-30 11:22:00,Pulse Charging Case (spare)
VR891188,3,TK-241005|TK-241038|TK-241076,CANCEL|PRICE-ADJ,2548.0,False,1274,1274.0,2025-03-16 15:38:00,2025-03-20 12:42:00,65W GaN Charger
VR887801,4,TK-243020|TK-243152|TK-243165|TK-243439,CANCEL|DUP-PAYMENT,1799.0,True,1499,1250.0,2025-07-10 09:41:00,2025-07-30 21:00:00,65W GaN Charger
VR898045,6,TK-243832|TK-245627|TK-245790|TK-246089|TK-247007|TK-248087,DUP-PAYMENT|RETURN-QC-OK,3749.0,False,2499,1250.0,2025-08-15 14:09:00,2025-12-13 19:51:00,Pulse True Wireless Earbuds
VR882467,4,TK-252715|TK-252802|TK-252855|TK-253064,CANCEL|RETURN-QC-OK,2468.0,False,1234,1234.0,2026-04-27 14:43:00,2026-05-09 12:38:00,Pulse Charging Case (spare)
VR889088,5,TK-250326|TK-250859|TK-250909|TK-251243|TK-251457,PRICE-ADJ|RETURN-QC-OK,7199.0,False,5999,1200.0,2026-02-18 05:14:00,2026-03-22 08:17:00,Orbit Smart Speaker
VR893948,2,TK-245518|TK-247345,RETURN-QC-OK,7199.0,False,5999,1200.0,2025-10-10 03:08:00,2025-11-25 10:00:00,Orbit Smart Speaker
VR896187,5,TK-241099|TK-241108|TK-241142|TK-241307|TK-241906,LOST-TRANSIT,1799.0,True,1799,1190.0,2025-03-21 18:56:00,2025-05-07 19:57:00,Nexa Fit Band
VR886803,3,TK-245400|TK-245729|TK-246314,RETURN-QC-OK,1999.0,True,1999,1190.0,2025-10-06 13:22:00,2025-10-31 04:19:00,Nexa Fit Band
VR907448,3,TK-246745|TK-248306|TK-249739,RETURN-QC-OK,3598.0,True,3598,1190.0,2025-11-10 07:49:00,2026-01-29 23:17:00,Nexa Fit Band
VR883589,4,TK-241813|TK-241889|TK-242395|TK-242826,CANCEL,1599.0,True,1599,1190.0,2025-05-02 14:39:00,2025-06-27 22:56:00,Nexa Fit Band
VR887745,2,TK-244937|TK-245253,DUP-PAYMENT,1899.0,True,1899,1190.0,2025-09-21 09:38:00,2025-10-01 19:22:00,Nexa Fit Band
VR903556,5,TK-243944|TK-243982|TK-244164|TK-244282|TK-248566,CANCEL|RETURN-QC-OK,2338.0,False,1169,1169.0,2025-08-19 08:15:00,2025-12-27 02:47:00,Pulse Charging Case (spare)
VR907156,3,TK-251820|TK-252931|TK-254578,RETURN-QC-OK,1709.0,True,1709,1100.0,2026-04-02 10:52:00,2026-06-22 10:39:00,AirLite Earbuds
